Sheet,Cell,Cached error,Formula
Dashboard data,D114,#N/A,"IFERROR(IF(COUNTIFS('Future forecasts'!$A$5:$A$8000,D$110,'Future forecasts'!$G$5:$G$8000,""Net MVR revenue"",'Future forecasts'!$E$5:$E$8000,D$12,'Future forecasts'!$F$5:$F$8000,1)>0,SUMIFS('Future forecasts'!$J$5:$J$8000,'Future forecasts'!$A$5:$A$8000,D$110,'Future forecasts'!$G$5:$G$8000,""Net MVR revenue"",'Future forecasts'!$E$5:$E$8000,D$12,'Future forecasts'!$F$5:$F$8000,1),IF(COUNTIFS('Future forecasts'!$A$5:$A$8000,D$110,'Future forecasts'!$G$5:$G$8000,""MVR revenues net of admin fees, refunds & COO"",'Future forecasts'!$E$5:$E$8000,D$12,'Future forecasts'!$F$5:$F$8000,1)>0,SUMIFS('Future forecasts'!$J$5:$J$8000,'Future forecasts'!$A$5:$A$8000,D$110,'Future forecasts'!$G$5:$G$8000,""MVR revenues net of admin fees, refunds & COO"",'Future forecasts'!$E$5:$E$8000,D$12,'Future forecasts'!$F$5:$F$8000,1),IF(COUNTIFS('Future forecasts'!$A$5:$A$8000,D$110,'Future forecasts'!$G$5:$G$8000,""MVR revenues net of admin fees & COO"",'Future forecasts'!$E$5:$E$8000,D$12,'Future forecasts'!$F$5:$F$8000,1)>0,SUMIFS('Future forecasts'!$J$5:$J$8000,'Future forecasts'!$A$5:$A$8000,D$110,'Future forecasts'!$G$5:$G$8000,""MVR revenues net of admin fees & COO"",'Future forecasts'!$E$5:$E$8000,D$12,'Future forecasts'!$F$5:$F$8000,1),NA()))),NA())"
Dashboard data,E114,#N/A,"IFERROR(IF(COUNTIFS('Future forecasts'!$A$5:$A$8000,E$110,'Future forecasts'!$G$5:$G$8000,""Net MVR revenue"",'Future forecasts'!$E$5:$E$8000,E$12,'Future forecasts'!$F$5:$F$8000,1)>0,SUMIFS('Future forecasts'!$J$5:$J$8000,'Future forecasts'!$A$5:$A$8000,E$110,'Future forecasts'!$G$5:$G$8000,""Net MVR revenue"",'Future forecasts'!$E$5:$E$8000,E$12,'Future forecasts'!$F$5:$F$8000,1),IF(COUNTIFS('Future forecasts'!$A$5:$A$8000,E$110,'Future forecasts'!$G$5:$G$8000,""MVR revenues net of admin fees, refunds & COO"",'Future forecasts'!$E$5:$E$8000,E$12,'Future forecasts'!$F$5:$F$8000,1)>0,SUMIFS('Future forecasts'!$J$5:$J$8000,'Future forecasts'!$A$5:$A$8000,E$110,'Future forecasts'!$G$5:$G$8000,""MVR revenues net of admin fees, refunds & COO"",'Future forecasts'!$E$5:$E$8000,E$12,'Future forecasts'!$F$5:$F$8000,1),IF(COUNTIFS('Future forecasts'!$A$5:$A$8000,E$110,'Future forecasts'!$G$5:$G$8000,""MVR revenues net of admin fees & COO"",'Future forecasts'!$E$5:$E$8000,E$12,'Future forecasts'!$F$5:$F$8000,1)>0,SUMIFS('Future forecasts'!$J$5:$J$8000,'Future forecasts'!$A$5:$A$8000,E$110,'Future forecasts'!$G$5:$G$8000,""MVR revenues net of admin fees & COO"",'Future forecasts'!$E$5:$E$8000,E$12,'Future forecasts'!$F$5:$F$8000,1),NA()))),NA())"
Dashboard data,F114,#N/A,"IFERROR(IF(COUNTIFS('Future forecasts'!$A$5:$A$8000,F$110,'Future forecasts'!$G$5:$G$8000,""Net MVR revenue"",'Future forecasts'!$E$5:$E$8000,F$12,'Future forecasts'!$F$5:$F$8000,1)>0,SUMIFS('Future forecasts'!$J$5:$J$8000,'Future forecasts'!$A$5:$A$8000,F$110,'Future forecasts'!$G$5:$G$8000,""Net MVR revenue"",'Future forecasts'!$E$5:$E$8000,F$12,'Future forecasts'!$F$5:$F$8000,1),IF(COUNTIFS('Future forecasts'!$A$5:$A$8000,F$110,'Future forecasts'!$G$5:$G$8000,""MVR revenues net of admin fees, refunds & COO"",'Future forecasts'!$E$5:$E$8000,F$12,'Future forecasts'!$F$5:$F$8000,1)>0,SUMIFS('Future forecasts'!$J$5:$J$8000,'Future forecasts'!$A$5:$A$8000,F$110,'Future forecasts'!$G$5:$G$8000,""MVR revenues net of admin fees, refunds & COO"",'Future forecasts'!$E$5:$E$8000,F$12,'Future forecasts'!$F$5:$F$8000,1),IF(COUNTIFS('Future forecasts'!$A$5:$A$8000,F$110,'Future forecasts'!$G$5:$G$8000,""MVR revenues net of admin fees & COO"",'Future forecasts'!$E$5:$E$8000,F$12,'Future forecasts'!$F$5:$F$8000,1)>0,SUMIFS('Future forecasts'!$J$5:$J$8000,'Future forecasts'!$A$5:$A$8000,F$110,'Future forecasts'!$G$5:$G$8000,""MVR revenues net of admin fees & COO"",'Future forecasts'!$E$5:$E$8000,F$12,'Future forecasts'!$F$5:$F$8000,1),NA()))),NA())"
Dashboard data,G114,#N/A,"IFERROR(IF(COUNTIFS('Future forecasts'!$A$5:$A$8000,G$110,'Future forecasts'!$G$5:$G$8000,""Net MVR revenue"",'Future forecasts'!$E$5:$E$8000,G$12,'Future forecasts'!$F$5:$F$8000,1)>0,SUMIFS('Future forecasts'!$J$5:$J$8000,'Future forecasts'!$A$5:$A$8000,G$110,'Future forecasts'!$G$5:$G$8000,""Net MVR revenue"",'Future forecasts'!$E$5:$E$8000,G$12,'Future forecasts'!$F$5:$F$8000,1),IF(COUNTIFS('Future forecasts'!$A$5:$A$8000,G$110,'Future forecasts'!$G$5:$G$8000,""MVR revenues net of admin fees, refunds & COO"",'Future forecasts'!$E$5:$E$8000,G$12,'Future forecasts'!$F$5:$F$8000,1)>0,SUMIFS('Future forecasts'!$J$5:$J$8000,'Future forecasts'!$A$5:$A$8000,G$110,'Future forecasts'!$G$5:$G$8000,""MVR revenues net of admin fees, refunds & COO"",'Future forecasts'!$E$5:$E$8000,G$12,'Future forecasts'!$F$5:$F$8000,1),IF(COUNTIFS('Future forecasts'!$A$5:$A$8000,G$110,'Future forecasts'!$G$5:$G$8000,""MVR revenues net of admin fees & COO"",'Future forecasts'!$E$5:$E$8000,G$12,'Future forecasts'!$F$5:$F$8000,1)>0,SUMIFS('Future forecasts'!$J$5:$J$8000,'Future forecasts'!$A$5:$A$8000,G$110,'Future forecasts'!$G$5:$G$8000,""MVR revenues net of admin fees & COO"",'Future forecasts'!$E$5:$E$8000,G$12,'Future forecasts'!$F$5:$F$8000,1),NA()))),NA())"
Dashboard data,H114,#N/A,"IFERROR(IF(COUNTIFS('Future forecasts'!$A$5:$A$8000,H$110,'Future forecasts'!$G$5:$G$8000,""Net MVR revenue"",'Future forecasts'!$E$5:$E$8000,H$12,'Future forecasts'!$F$5:$F$8000,1)>0,SUMIFS('Future forecasts'!$J$5:$J$8000,'Future forecasts'!$A$5:$A$8000,H$110,'Future forecasts'!$G$5:$G$8000,""Net MVR revenue"",'Future forecasts'!$E$5:$E$8000,H$12,'Future forecasts'!$F$5:$F$8000,1),IF(COUNTIFS('Future forecasts'!$A$5:$A$8000,H$110,'Future forecasts'!$G$5:$G$8000,""MVR revenues net of admin fees, refunds & COO"",'Future forecasts'!$E$5:$E$8000,H$12,'Future forecasts'!$F$5:$F$8000,1)>0,SUMIFS('Future forecasts'!$J$5:$J$8000,'Future forecasts'!$A$5:$A$8000,H$110,'Future forecasts'!$G$5:$G$8000,""MVR revenues net of admin fees, refunds & COO"",'Future forecasts'!$E$5:$E$8000,H$12,'Future forecasts'!$F$5:$F$8000,1),IF(COUNTIFS('Future forecasts'!$A$5:$A$8000,H$110,'Future forecasts'!$G$5:$G$8000,""MVR revenues net of admin fees & COO"",'Future forecasts'!$E$5:$E$8000,H$12,'Future forecasts'!$F$5:$F$8000,1)>0,SUMIFS('Future forecasts'!$J$5:$J$8000,'Future forecasts'!$A$5:$A$8000,H$110,'Future forecasts'!$G$5:$G$8000,""MVR revenues net of admin fees & COO"",'Future forecasts'!$E$5:$E$8000,H$12,'Future forecasts'!$F$5:$F$8000,1),NA()))),NA())"
Dashboard data,I114,#N/A,"IFERROR(IF(COUNTIFS('Future forecasts'!$A$5:$A$8000,I$110,'Future forecasts'!$G$5:$G$8000,""Net MVR revenue"",'Future forecasts'!$E$5:$E$8000,I$12,'Future forecasts'!$F$5:$F$8000,1)>0,SUMIFS('Future forecasts'!$J$5:$J$8000,'Future forecasts'!$A$5:$A$8000,I$110,'Future forecasts'!$G$5:$G$8000,""Net MVR revenue"",'Future forecasts'!$E$5:$E$8000,I$12,'Future forecasts'!$F$5:$F$8000,1),IF(COUNTIFS('Future forecasts'!$A$5:$A$8000,I$110,'Future forecasts'!$G$5:$G$8000,""MVR revenues net of admin fees, refunds & COO"",'Future forecasts'!$E$5:$E$8000,I$12,'Future forecasts'!$F$5:$F$8000,1)>0,SUMIFS('Future forecasts'!$J$5:$J$8000,'Future forecasts'!$A$5:$A$8000,I$110,'Future forecasts'!$G$5:$G$8000,""MVR revenues net of admin fees, refunds & COO"",'Future forecasts'!$E$5:$E$8000,I$12,'Future forecasts'!$F$5:$F$8000,1),IF(COUNTIFS('Future forecasts'!$A$5:$A$8000,I$110,'Future forecasts'!$G$5:$G$8000,""MVR revenues net of admin fees & COO"",'Future forecasts'!$E$5:$E$8000,I$12,'Future forecasts'!$F$5:$F$8000,1)>0,SUMIFS('Future forecasts'!$J$5:$J$8000,'Future forecasts'!$A$5:$A$8000,I$110,'Future forecasts'!$G$5:$G$8000,""MVR revenues net of admin fees & COO"",'Future forecasts'!$E$5:$E$8000,I$12,'Future forecasts'!$F$5:$F$8000,1),NA()))),NA())"
Dashboard data,J114,#N/A,"IFERROR(IF(COUNTIFS('Future forecasts'!$A$5:$A$8000,J$110,'Future forecasts'!$G$5:$G$8000,""Net MVR revenue"",'Future forecasts'!$E$5:$E$8000,J$12,'Future forecasts'!$F$5:$F$8000,1)>0,SUMIFS('Future forecasts'!$J$5:$J$8000,'Future forecasts'!$A$5:$A$8000,J$110,'Future forecasts'!$G$5:$G$8000,""Net MVR revenue"",'Future forecasts'!$E$5:$E$8000,J$12,'Future forecasts'!$F$5:$F$8000,1),IF(COUNTIFS('Future forecasts'!$A$5:$A$8000,J$110,'Future forecasts'!$G$5:$G$8000,""MVR revenues net of admin fees, refunds & COO"",'Future forecasts'!$E$5:$E$8000,J$12,'Future forecasts'!$F$5:$F$8000,1)>0,SUMIFS('Future forecasts'!$J$5:$J$8000,'Future forecasts'!$A$5:$A$8000,J$110,'Future forecasts'!$G$5:$G$8000,""MVR revenues net of admin fees, refunds & COO"",'Future forecasts'!$E$5:$E$8000,J$12,'Future forecasts'!$F$5:$F$8000,1),IF(COUNTIFS('Future forecasts'!$A$5:$A$8000,J$110,'Future forecasts'!$G$5:$G$8000,""MVR revenues net of admin fees & COO"",'Future forecasts'!$E$5:$E$8000,J$12,'Future forecasts'!$F$5:$F$8000,1)>0,SUMIFS('Future forecasts'!$J$5:$J$8000,'Future forecasts'!$A$5:$A$8000,J$110,'Future forecasts'!$G$5:$G$8000,""MVR revenues net of admin fees & COO"",'Future forecasts'!$E$5:$E$8000,J$12,'Future forecasts'!$F$5:$F$8000,1),NA()))),NA())"
Dashboard data,K114,#N/A,"IFERROR(IF(COUNTIFS('Future forecasts'!$A$5:$A$8000,K$110,'Future forecasts'!$G$5:$G$8000,""Net MVR revenue"",'Future forecasts'!$E$5:$E$8000,K$12,'Future forecasts'!$F$5:$F$8000,1)>0,SUMIFS('Future forecasts'!$J$5:$J$8000,'Future forecasts'!$A$5:$A$8000,K$110,'Future forecasts'!$G$5:$G$8000,""Net MVR revenue"",'Future forecasts'!$E$5:$E$8000,K$12,'Future forecasts'!$F$5:$F$8000,1),IF(COUNTIFS('Future forecasts'!$A$5:$A$8000,K$110,'Future forecasts'!$G$5:$G$8000,""MVR revenues net of admin fees, refunds & COO"",'Future forecasts'!$E$5:$E$8000,K$12,'Future forecasts'!$F$5:$F$8000,1)>0,SUMIFS('Future forecasts'!$J$5:$J$8000,'Future forecasts'!$A$5:$A$8000,K$110,'Future forecasts'!$G$5:$G$8000,""MVR revenues net of admin fees, refunds & COO"",'Future forecasts'!$E$5:$E$8000,K$12,'Future forecasts'!$F$5:$F$8000,1),IF(COUNTIFS('Future forecasts'!$A$5:$A$8000,K$110,'Future forecasts'!$G$5:$G$8000,""MVR revenues net of admin fees & COO"",'Future forecasts'!$E$5:$E$8000,K$12,'Future forecasts'!$F$5:$F$8000,1)>0,SUMIFS('Future forecasts'!$J$5:$J$8000,'Future forecasts'!$A$5:$A$8000,K$110,'Future forecasts'!$G$5:$G$8000,""MVR revenues net of admin fees & COO"",'Future forecasts'!$E$5:$E$8000,K$12,'Future forecasts'!$F$5:$F$8000,1),NA()))),NA())"
Dashboard data,L114,#N/A,"IFERROR(IF(COUNTIFS('Future forecasts'!$A$5:$A$8000,L$110,'Future forecasts'!$G$5:$G$8000,""Net MVR revenue"",'Future forecasts'!$E$5:$E$8000,L$12,'Future forecasts'!$F$5:$F$8000,1)>0,SUMIFS('Future forecasts'!$J$5:$J$8000,'Future forecasts'!$A$5:$A$8000,L$110,'Future forecasts'!$G$5:$G$8000,""Net MVR revenue"",'Future forecasts'!$E$5:$E$8000,L$12,'Future forecasts'!$F$5:$F$8000,1),IF(COUNTIFS('Future forecasts'!$A$5:$A$8000,L$110,'Future forecasts'!$G$5:$G$8000,""MVR revenues net of admin fees, refunds & COO"",'Future forecasts'!$E$5:$E$8000,L$12,'Future forecasts'!$F$5:$F$8000,1)>0,SUMIFS('Future forecasts'!$J$5:$J$8000,'Future forecasts'!$A$5:$A$8000,L$110,'Future forecasts'!$G$5:$G$8000,""MVR revenues net of admin fees, refunds & COO"",'Future forecasts'!$E$5:$E$8000,L$12,'Future forecasts'!$F$5:$F$8000,1),IF(COUNTIFS('Future forecasts'!$A$5:$A$8000,L$110,'Future forecasts'!$G$5:$G$8000,""MVR revenues net of admin fees & COO"",'Future forecasts'!$E$5:$E$8000,L$12,'Future forecasts'!$F$5:$F$8000,1)>0,SUMIFS('Future forecasts'!$J$5:$J$8000,'Future forecasts'!$A$5:$A$8000,L$110,'Future forecasts'!$G$5:$G$8000,""MVR revenues net of admin fees & COO"",'Future forecasts'!$E$5:$E$8000,L$12,'Future forecasts'!$F$5:$F$8000,1),NA()))),NA())"
Dashboard data,M114,#N/A,"IFERROR(IF(COUNTIFS('Future forecasts'!$A$5:$A$8000,M$110,'Future forecasts'!$G$5:$G$8000,""Net MVR revenue"",'Future forecasts'!$E$5:$E$8000,M$12,'Future forecasts'!$F$5:$F$8000,1)>0,SUMIFS('Future forecasts'!$J$5:$J$8000,'Future forecasts'!$A$5:$A$8000,M$110,'Future forecasts'!$G$5:$G$8000,""Net MVR revenue"",'Future forecasts'!$E$5:$E$8000,M$12,'Future forecasts'!$F$5:$F$8000,1),IF(COUNTIFS('Future forecasts'!$A$5:$A$8000,M$110,'Future forecasts'!$G$5:$G$8000,""MVR revenues net of admin fees, refunds & COO"",'Future forecasts'!$E$5:$E$8000,M$12,'Future forecasts'!$F$5:$F$8000,1)>0,SUMIFS('Future forecasts'!$J$5:$J$8000,'Future forecasts'!$A$5:$A$8000,M$110,'Future forecasts'!$G$5:$G$8000,""MVR revenues net of admin fees, refunds & COO"",'Future forecasts'!$E$5:$E$8000,M$12,'Future forecasts'!$F$5:$F$8000,1),IF(COUNTIFS('Future forecasts'!$A$5:$A$8000,M$110,'Future forecasts'!$G$5:$G$8000,""MVR revenues net of admin fees & COO"",'Future forecasts'!$E$5:$E$8000,M$12,'Future forecasts'!$F$5:$F$8000,1)>0,SUMIFS('Future forecasts'!$J$5:$J$8000,'Future forecasts'!$A$5:$A$8000,M$110,'Future forecasts'!$G$5:$G$8000,""MVR revenues net of admin fees & COO"",'Future forecasts'!$E$5:$E$8000,M$12,'Future forecasts'!$F$5:$F$8000,1),NA()))),NA())"
Dashboard data,N114,#N/A,"IFERROR(IF(COUNTIFS('Future forecasts'!$A$5:$A$8000,N$110,'Future forecasts'!$G$5:$G$8000,""Net MVR revenue"",'Future forecasts'!$E$5:$E$8000,N$12,'Future forecasts'!$F$5:$F$8000,1)>0,SUMIFS('Future forecasts'!$J$5:$J$8000,'Future forecasts'!$A$5:$A$8000,N$110,'Future forecasts'!$G$5:$G$8000,""Net MVR revenue"",'Future forecasts'!$E$5:$E$8000,N$12,'Future forecasts'!$F$5:$F$8000,1),IF(COUNTIFS('Future forecasts'!$A$5:$A$8000,N$110,'Future forecasts'!$G$5:$G$8000,""MVR revenues net of admin fees, refunds & COO"",'Future forecasts'!$E$5:$E$8000,N$12,'Future forecasts'!$F$5:$F$8000,1)>0,SUMIFS('Future forecasts'!$J$5:$J$8000,'Future forecasts'!$A$5:$A$8000,N$110,'Future forecasts'!$G$5:$G$8000,""MVR revenues net of admin fees, refunds & COO"",'Future forecasts'!$E$5:$E$8000,N$12,'Future forecasts'!$F$5:$F$8000,1),IF(COUNTIFS('Future forecasts'!$A$5:$A$8000,N$110,'Future forecasts'!$G$5:$G$8000,""MVR revenues net of admin fees & COO"",'Future forecasts'!$E$5:$E$8000,N$12,'Future forecasts'!$F$5:$F$8000,1)>0,SUMIFS('Future forecasts'!$J$5:$J$8000,'Future forecasts'!$A$5:$A$8000,N$110,'Future forecasts'!$G$5:$G$8000,""MVR revenues net of admin fees & COO"",'Future forecasts'!$E$5:$E$8000,N$12,'Future forecasts'!$F$5:$F$8000,1),NA()))),NA())"
Dashboard data,O114,#N/A,"IFERROR(IF(COUNTIFS('Future forecasts'!$A$5:$A$8000,O$110,'Future forecasts'!$G$5:$G$8000,""Net MVR revenue"",'Future forecasts'!$E$5:$E$8000,O$12,'Future forecasts'!$F$5:$F$8000,1)>0,SUMIFS('Future forecasts'!$J$5:$J$8000,'Future forecasts'!$A$5:$A$8000,O$110,'Future forecasts'!$G$5:$G$8000,""Net MVR revenue"",'Future forecasts'!$E$5:$E$8000,O$12,'Future forecasts'!$F$5:$F$8000,1),IF(COUNTIFS('Future forecasts'!$A$5:$A$8000,O$110,'Future forecasts'!$G$5:$G$8000,""MVR revenues net of admin fees, refunds & COO"",'Future forecasts'!$E$5:$E$8000,O$12,'Future forecasts'!$F$5:$F$8000,1)>0,SUMIFS('Future forecasts'!$J$5:$J$8000,'Future forecasts'!$A$5:$A$8000,O$110,'Future forecasts'!$G$5:$G$8000,""MVR revenues net of admin fees, refunds & COO"",'Future forecasts'!$E$5:$E$8000,O$12,'Future forecasts'!$F$5:$F$8000,1),IF(COUNTIFS('Future forecasts'!$A$5:$A$8000,O$110,'Future forecasts'!$G$5:$G$8000,""MVR revenues net of admin fees & COO"",'Future forecasts'!$E$5:$E$8000,O$12,'Future forecasts'!$F$5:$F$8000,1)>0,SUMIFS('Future forecasts'!$J$5:$J$8000,'Future forecasts'!$A$5:$A$8000,O$110,'Future forecasts'!$G$5:$G$8000,""MVR revenues net of admin fees & COO"",'Future forecasts'!$E$5:$E$8000,O$12,'Future forecasts'!$F$5:$F$8000,1),NA()))),NA())"
Dashboard data,P114,#N/A,"IFERROR(IF(COUNTIFS('Future forecasts'!$A$5:$A$8000,P$110,'Future forecasts'!$G$5:$G$8000,""Net MVR revenue"",'Future forecasts'!$E$5:$E$8000,P$12,'Future forecasts'!$F$5:$F$8000,1)>0,SUMIFS('Future forecasts'!$J$5:$J$8000,'Future forecasts'!$A$5:$A$8000,P$110,'Future forecasts'!$G$5:$G$8000,""Net MVR revenue"",'Future forecasts'!$E$5:$E$8000,P$12,'Future forecasts'!$F$5:$F$8000,1),IF(COUNTIFS('Future forecasts'!$A$5:$A$8000,P$110,'Future forecasts'!$G$5:$G$8000,""MVR revenues net of admin fees, refunds & COO"",'Future forecasts'!$E$5:$E$8000,P$12,'Future forecasts'!$F$5:$F$8000,1)>0,SUMIFS('Future forecasts'!$J$5:$J$8000,'Future forecasts'!$A$5:$A$8000,P$110,'Future forecasts'!$G$5:$G$8000,""MVR revenues net of admin fees, refunds & COO"",'Future forecasts'!$E$5:$E$8000,P$12,'Future forecasts'!$F$5:$F$8000,1),IF(COUNTIFS('Future forecasts'!$A$5:$A$8000,P$110,'Future forecasts'!$G$5:$G$8000,""MVR revenues net of admin fees & COO"",'Future forecasts'!$E$5:$E$8000,P$12,'Future forecasts'!$F$5:$F$8000,1)>0,SUMIFS('Future forecasts'!$J$5:$J$8000,'Future forecasts'!$A$5:$A$8000,P$110,'Future forecasts'!$G$5:$G$8000,""MVR revenues net of admin fees & COO"",'Future forecasts'!$E$5:$E$8000,P$12,'Future forecasts'!$F$5:$F$8000,1),NA()))),NA())"
Dashboard data,Q114,#N/A,"IFERROR(IF(COUNTIFS('Future forecasts'!$A$5:$A$8000,Q$110,'Future forecasts'!$G$5:$G$8000,""Net MVR revenue"",'Future forecasts'!$E$5:$E$8000,Q$12,'Future forecasts'!$F$5:$F$8000,1)>0,SUMIFS('Future forecasts'!$J$5:$J$8000,'Future forecasts'!$A$5:$A$8000,Q$110,'Future forecasts'!$G$5:$G$8000,""Net MVR revenue"",'Future forecasts'!$E$5:$E$8000,Q$12,'Future forecasts'!$F$5:$F$8000,1),IF(COUNTIFS('Future forecasts'!$A$5:$A$8000,Q$110,'Future forecasts'!$G$5:$G$8000,""MVR revenues net of admin fees, refunds & COO"",'Future forecasts'!$E$5:$E$8000,Q$12,'Future forecasts'!$F$5:$F$8000,1)>0,SUMIFS('Future forecasts'!$J$5:$J$8000,'Future forecasts'!$A$5:$A$8000,Q$110,'Future forecasts'!$G$5:$G$8000,""MVR revenues net of admin fees, refunds & COO"",'Future forecasts'!$E$5:$E$8000,Q$12,'Future forecasts'!$F$5:$F$8000,1),IF(COUNTIFS('Future forecasts'!$A$5:$A$8000,Q$110,'Future forecasts'!$G$5:$G$8000,""MVR revenues net of admin fees & COO"",'Future forecasts'!$E$5:$E$8000,Q$12,'Future forecasts'!$F$5:$F$8000,1)>0,SUMIFS('Future forecasts'!$J$5:$J$8000,'Future forecasts'!$A$5:$A$8000,Q$110,'Future forecasts'!$G$5:$G$8000,""MVR revenues net of admin fees & COO"",'Future forecasts'!$E$5:$E$8000,Q$12,'Future forecasts'!$F$5:$F$8000,1),NA()))),NA())"
Dashboard data,R114,#N/A,"IFERROR(IF(COUNTIFS('Future forecasts'!$A$5:$A$8000,R$110,'Future forecasts'!$G$5:$G$8000,""Net MVR revenue"",'Future forecasts'!$E$5:$E$8000,R$12,'Future forecasts'!$F$5:$F$8000,1)>0,SUMIFS('Future forecasts'!$J$5:$J$8000,'Future forecasts'!$A$5:$A$8000,R$110,'Future forecasts'!$G$5:$G$8000,""Net MVR revenue"",'Future forecasts'!$E$5:$E$8000,R$12,'Future forecasts'!$F$5:$F$8000,1),IF(COUNTIFS('Future forecasts'!$A$5:$A$8000,R$110,'Future forecasts'!$G$5:$G$8000,""MVR revenues net of admin fees, refunds & COO"",'Future forecasts'!$E$5:$E$8000,R$12,'Future forecasts'!$F$5:$F$8000,1)>0,SUMIFS('Future forecasts'!$J$5:$J$8000,'Future forecasts'!$A$5:$A$8000,R$110,'Future forecasts'!$G$5:$G$8000,""MVR revenues net of admin fees, refunds & COO"",'Future forecasts'!$E$5:$E$8000,R$12,'Future forecasts'!$F$5:$F$8000,1),IF(COUNTIFS('Future forecasts'!$A$5:$A$8000,R$110,'Future forecasts'!$G$5:$G$8000,""MVR revenues net of admin fees & COO"",'Future forecasts'!$E$5:$E$8000,R$12,'Future forecasts'!$F$5:$F$8000,1)>0,SUMIFS('Future forecasts'!$J$5:$J$8000,'Future forecasts'!$A$5:$A$8000,R$110,'Future forecasts'!$G$5:$G$8000,""MVR revenues net of admin fees & COO"",'Future forecasts'!$E$5:$E$8000,R$12,'Future forecasts'!$F$5:$F$8000,1),NA()))),NA())"
Dashboard data,S114,#N/A,"IFERROR(IF(COUNTIFS('Future forecasts'!$A$5:$A$8000,S$110,'Future forecasts'!$G$5:$G$8000,""Net MVR revenue"",'Future forecasts'!$E$5:$E$8000,S$12,'Future forecasts'!$F$5:$F$8000,1)>0,SUMIFS('Future forecasts'!$J$5:$J$8000,'Future forecasts'!$A$5:$A$8000,S$110,'Future forecasts'!$G$5:$G$8000,""Net MVR revenue"",'Future forecasts'!$E$5:$E$8000,S$12,'Future forecasts'!$F$5:$F$8000,1),IF(COUNTIFS('Future forecasts'!$A$5:$A$8000,S$110,'Future forecasts'!$G$5:$G$8000,""MVR revenues net of admin fees, refunds & COO"",'Future forecasts'!$E$5:$E$8000,S$12,'Future forecasts'!$F$5:$F$8000,1)>0,SUMIFS('Future forecasts'!$J$5:$J$8000,'Future forecasts'!$A$5:$A$8000,S$110,'Future forecasts'!$G$5:$G$8000,""MVR revenues net of admin fees, refunds & COO"",'Future forecasts'!$E$5:$E$8000,S$12,'Future forecasts'!$F$5:$F$8000,1),IF(COUNTIFS('Future forecasts'!$A$5:$A$8000,S$110,'Future forecasts'!$G$5:$G$8000,""MVR revenues net of admin fees & COO"",'Future forecasts'!$E$5:$E$8000,S$12,'Future forecasts'!$F$5:$F$8000,1)>0,SUMIFS('Future forecasts'!$J$5:$J$8000,'Future forecasts'!$A$5:$A$8000,S$110,'Future forecasts'!$G$5:$G$8000,""MVR revenues net of admin fees & COO"",'Future forecasts'!$E$5:$E$8000,S$12,'Future forecasts'!$F$5:$F$8000,1),NA()))),NA())"
Dashboard data,B115,#N/A,"IFERROR(IF(COUNTIFS('Future forecasts'!$A$5:$A$8000,B$110,'Future forecasts'!$G$5:$G$8000,""TUC net revenue"",'Future forecasts'!$E$5:$E$8000,B$12,'Future forecasts'!$F$5:$F$8000,1)>0,SUMIFS('Future forecasts'!$J$5:$J$8000,'Future forecasts'!$A$5:$A$8000,B$110,'Future forecasts'!$G$5:$G$8000,""TUC net revenue"",'Future forecasts'!$E$5:$E$8000,B$12,'Future forecasts'!$F$5:$F$8000,1),NA()),NA())"
Dashboard data,C115,#N/A,"IFERROR(IF(COUNTIFS('Future forecasts'!$A$5:$A$8000,C$110,'Future forecasts'!$G$5:$G$8000,""TUC net revenue"",'Future forecasts'!$E$5:$E$8000,C$12,'Future forecasts'!$F$5:$F$8000,1)>0,SUMIFS('Future forecasts'!$J$5:$J$8000,'Future forecasts'!$A$5:$A$8000,C$110,'Future forecasts'!$G$5:$G$8000,""TUC net revenue"",'Future forecasts'!$E$5:$E$8000,C$12,'Future forecasts'!$F$5:$F$8000,1),NA()),NA())"
Dashboard data,D115,#N/A,"IFERROR(IF(COUNTIFS('Future forecasts'!$A$5:$A$8000,D$110,'Future forecasts'!$G$5:$G$8000,""TUC net revenue"",'Future forecasts'!$E$5:$E$8000,D$12,'Future forecasts'!$F$5:$F$8000,1)>0,SUMIFS('Future forecasts'!$J$5:$J$8000,'Future forecasts'!$A$5:$A$8000,D$110,'Future forecasts'!$G$5:$G$8000,""TUC net revenue"",'Future forecasts'!$E$5:$E$8000,D$12,'Future forecasts'!$F$5:$F$8000,1),NA()),NA())"
Dashboard data,E115,#N/A,"IFERROR(IF(COUNTIFS('Future forecasts'!$A$5:$A$8000,E$110,'Future forecasts'!$G$5:$G$8000,""TUC net revenue"",'Future forecasts'!$E$5:$E$8000,E$12,'Future forecasts'!$F$5:$F$8000,1)>0,SUMIFS('Future forecasts'!$J$5:$J$8000,'Future forecasts'!$A$5:$A$8000,E$110,'Future forecasts'!$G$5:$G$8000,""TUC net revenue"",'Future forecasts'!$E$5:$E$8000,E$12,'Future forecasts'!$F$5:$F$8000,1),NA()),NA())"
